Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Цимбалюк,Назар,Денисович,Чоловіча,28.01.2002,Футболіст,село Ічня,"вулиця Толбухіна, буд. 1, Гола Пристань, 64440",+380 49 939 59 25,marko10@example.org
Бабко,Давид,Петрович,Чоловіча,17.12.2000,Професор,селище Дружба ,"вулиця Травневий 5-й, буд. 4 кв. 62, Охтирка, 22174",639 89 74,baidaavhustyn@example.net
Овсієнко,Богданна,Олегівна,Жіноча,05.10.1995,Паралегал,місто Зоринськ,"вулиця Савицький, буд. 6, Першотравенськ, 36468",+380 48 648-97-53,bohodar51@example.net
Рева,Алевтин,Олегович,Чоловіча,06.10.1973,Соціолог,село Нове Давидково,"узвіз Студентський 1-й, буд. 26, Люботин, 77973",089 297 19 36,tvasylechko@example.org
Філіпенко,Павло,Олегович,Чоловіча,15.04.1984,Фізик,селище Оріхів,"провулок Молодіжна, буд. 937, Мерефа, 47768",+380 64 711-28-08,semen55@example.com
Ґерета,Марко,Олегович,Чоловіча,27.06.2004,Дантист,селище Синельникове,"проспект Данькевича, буд. 276 кв. 63, Копичинці, 67732",070 552 48 86,kiarema@example.org
Хмара,Ігор,Олегович,Чоловіча,26.07.1960,Зоолог,селище Рахів,"сквер Квітнева, буд. 0, Кременчук, 79603",207-86-79,dannasirobaba@example.org
Яценко,Клавдія,Іванівна,Жіноча,06.07.1971,Гицель,місто Борзна,"вулиця Кустанайська, буд. 0, Бахчисарай, 18019",011 654 96 90,mykhailiukillia@example.org
Артим,Леонтій,Олегович,Чоловіча,02.10.1972,Круп'є,селище Глухів,"шосе Лейтенанта Шмідта, буд. 860, Ірпінь, 35283",557-21-16,bandurkanestor@example.org
Єрьоменко,Анастасія,Олегівна,Жіноча,05.11.1970,Журналіст,хутір Славутич,"провулок Скрипковий, буд. 0, Лохвиця, 24322",355 56 78,maryna15@example.net
Гайдабура,Еріка,Артемівна,Жіноча,21.05.1987,Гірничий інженер,селище Копичинці,"набережна Нечипуренка, буд. 086 кв. 932, Жмеринка, 26146",009 021 67 51,illia88@example.com
Дашкевич,Галина,Іванівна,Жіноча,08.03.1983,Медик,місто Кременець,"вулиця Марата, буд. 427 кв. 019, Рудки, 60511",051-56-41,adashtepa@example.net
Тичина,Кирило,Васильович,Чоловіча,13.12.1941,Шериф,місто Гребінка,"шосе Інглезі, буд. 7, Рава-Руська, 14773",+380 01 183-44-90,symonabramchuk@example.com
Салій,Богуслава,Михайлівна,Жіноча,28.10.1946,Золотар,селище Любомль,"шосе Кибальчича, буд. 104, Дніпрорудне, 45229",+380 (96) 669-46-10,marusiaiarosh@example.com
Шморгун,Валентина,Ярославівна,Жіноча,09.04.1992,Менеджер,село Тараща,"провулок Літературна, буд. 828, Новгород-Сіверський, 18100",081 493-46-46,kylymnykiosyp@example.com
Кириленко,Станіслав,Ярославович,Чоловіча,28.11.1966,Кур'єр,хутір Мерефа,"провулок Марата, буд. 2 кв. 7, Вишгород, 40772",+380 69 125-39-33,bparasiuk@example.com
Закусило,Богданна,Артемівна,Жіноча,26.10.1974,Дизайнер,хутір Костянтинівка,"шосе Травневий 3-й, буд. 03, Ізяслав, 75867",073 85 79,malyshkosolomon@example.net
Власенко,Єфрем,Васильович,Чоловіча,05.08.1970,Зоолог,хутір Люботин,"площа 4-та Суворовська, буд. 15 кв. 3, Борзна, 15406",540 41 66,lemeshkofeofan@example.com
Яценюк,Христина,Андріївна,Жіноча,26.09.1945,Бібліотекар,місто Токмак,"сквер Дніпропетровська дорога, буд. 8, Радехів, 26517",+380 75 669-72-72,adammazur@example.org
Чубай,Олена,Денисівна,Жіноча,29.08.1977,Мовознавець,селище Мукачево,"провулок Кутова, буд. 1, Лутугине, 40250",+380 45 189-15-40,borysdutka@example.com
Титаренко,Стефан,Петрович,Чоловіча,03.09.1995,Співак,місто Глиняни,"сквер Парковий, буд. 09, Кропивницький, 75411",+380 08 187 48 15,iushchenkovladyslav@example.net
Філіпенко,Валерій,Сергійович,Чоловіча,17.02.1965,Підприємець,хутір Долинська,"набережна Гвоздичний, буд. 0 кв. 441, Кам'янка-Дніпровська, 95974",569-52-79,bpustovit@example.com
Супруненко,Марʼяна,Денисівна,Жіноча,08.10.1967,Мірошник,село Благовіщенське,"парк Чернишевського, буд. 35, Довжанськ, 64652",+380 54 021-67-44,lukian76@example.com
Запорожець,Альбіна,Андріївна,Жіноча,04.04.2004,Агроном,селище Мелітополь,"узвіз 13-та Лінія 6-й ст. Люстдорфської дороги, буд. 885 кв. 0, Кадіївка, 47807",676 19 71,ikarpenko@example.com
Чайка,Устим,Денисович,Чоловіча,25.10.1993,Електрик,село Немирів,"парк Пироговський, буд. 2 кв. 346, Українка , 27722",025 071-03-09,iustym73@example.com
Височан,Пилип,Артемович,Чоловіча,02.10.1948,Золотар,місто Карлівка,"провулок Тупиковий, буд. 920 кв. 123, Новомиргород, 01243",+380 11 142-46-03,ipanchuk@example.net
Тесля,Ганна,Артемівна,Жіноча,11.03.1945,Драматург,селище Кремінна,"сквер Виноградна 1-ша, буд. 4, Кагарлик, 81248",098 432-49-36,hlibromanenko@example.net
Бандурка,Василь,Артемович,Чоловіча,18.11.1988,Золотар,село Зимогір'я,"проспект Альпіністів, буд. 1 кв. 5, Лозова , 08228",+380 32 335 54 95,dakhnovarvara@example.net
Шаблій,Устим,Петрович,Чоловіча,07.11.1999,Бухгалтер,селище Мала Виска,"площа Байкальська, буд. 6, Любомль, 83166",+380 (86) 648-26-58,viktor10@example.net
Бандера,Вікторія,Сергіївна,Жіноча,23.09.1946,Мінералог,селище Докучаєвськ,"проспект Вершинна, буд. 26 кв. 20, Калуш, 66905",072 108-79-70,leopold08@example.net
Заїка,Симон,Михайлович,Чоловіча,01.06.1998,Музикознавець,хутір Хирів,"узвіз Прохоровський, буд. 845 кв. 74, Кодима, 08190",813-22-30,volodymyrartymovych@example.com
Чередник,Хома,Денисович,Чоловіча,24.01.1989,Провізор,хутір Білгород-Дністровський,"парк Деревообробна, буд. 3 кв. 27, Винники, 05197",003 762-43-43,viteroryna@example.com
Євдокименко,Климент,Артемович,Чоловіча,01.05.2005,Мовознавець,хутір Теребовля,"набережна Задніпровського, буд. 95, Саки , 53789",014 791-74-03,iaremkivopanas@example.org
Забарний,Ростислав,Васильович,Чоловіча,09.02.1966,Письменник,хутір Ромни,"парк Олександра Невського 3-й, буд. 86, Кам'янка-Дніпровська, 73523",934-06-02,oshukhevych@example.com
Шовкопляс,Яків,Сергійович,Чоловіча,24.03.1941,Бібліограф,селище Кременчук,"сквер Пастера, буд. 623, Тиврів, 35333",485-49-46,venedykt55@example.net
Яковенко,Григорій,Васильович,Чоловіча,03.02.1979,Швачка,селище Болград,"узвіз Кондренка, буд. 0 кв. 685, Костопіль, 97403",143-09-82,roman98@example.org
Шило,Ярина,Олегівна,Жіноча,13.05.1976,Патологоанатом,селище Дебальцеве,"сквер Перший Кришталевий, буд. 206, Любомль, 60964",050 797-02-72,symonhrytsenko@example.org
Цюпа,Трохим,Денисович,Чоловіча,19.07.2000,Парфюмер,село Новояворівськ,"проспект Степана Разіна, буд. 48 кв. 4, Балта, 35134",050 906-83-90,oleh26@example.com
Дараган,Оксенія,Ярославівна,Жіноча,02.12.1948,Мікробіолог,хутір Рівне,"шосе Верф’яний, буд. 88 кв. 05, Виноградів, 91758",078 362 13 29,ashakhrai@example.net
Примаченко,Ірена,Артемівна,Жіноча,24.08.1972,Намотувальник,місто Луцьк,"сквер Політкаторжан, буд. 4 кв. 3, Федорівка, 34857",566-93-33,solomon82@example.org
Дейнека,Антон,Андрійович,Чоловіча,14.04.1989,Епідеміолог,село Південне ,"проспект Глазунова 1-й, буд. 48, Гірське, 58046",564 74 65,korpaniukdemyd@example.net
